nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,pressure-coefficient,dynamic-pressure,absolute-pressure,  total-pressure,rel-total-pressure,         density,     density-all,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity,  axial-velocity, radial-velocity,tangential-velocity,rel-velocity-magnitude,relative-x-velocity,relative-y-velocity,relative-z-velocity,rel-axial-velocity,rel-radial-velocity,rel-tangential-velocity, mesh-x-velocity, mesh-y-velocity, mesh-z-velocity,  velocity-angle,relative-velocity-angle,   vorticity-mag,        helicity,     x-vorticity,     y-vorticity,     z-vorticity,cell-reynolds-number,cell-convective-courant-number,     q-criterion, raw-q-criterion,lambda2-criterion,turb-kinetic-energy,  turb-intensity,  turb-diss-rate,specific-diss-rate, production-of-k,  viscosity-turb,   viscosity-eff, viscosity-ratio,          y-star,          y-plus,turb-reynolds-number-rey,   viscosity-lam,      wall-shear,    x-wall-shear,    y-wall-shear,    z-wall-shear,skin-friction-coef,cell-partition-active,cell-partition-stored,         cell-id,cell-element-type,       cell-type,       cell-zone,partition-neighbors,     cell-weight,    x-coordinate,    y-coordinate,    z-coordinate,axial-coordinate,angular-coordinate,abs-angular-coordinate,radial-coordinate,face-area-magnitude,     x-face-area,     y-face-area,     z-face-area,     cell-volume,orthogonal-quality,cell-equiangle-skew,cell-equivolume-skew, face-handedness,mark-poor-elements,interface-overlap-fraction,cell-wall-distance,    aspect-ratio,cell-refine-level,smoothed-cell-refine-level,cell-parent-index,anisotropic-adaption-cells,boundary-layer-cells,boundary-cell-dist,boundary-normal-dist,boundary-volume-dist,cell-volume-change,  mass-imbalance, strain-rate-mag,  dx-velocity-dx,  dy-velocity-dx,  dz-velocity-dx,  dx-velocity-dy,  dy-velocity-dy,  dz-velocity-dy,  dx-velocity-dz,  dy-velocity-dz,  dz-velocity-dz,           dp-dx,           dp-dy,           dp-dz,pressure-hessian-indicator
      2216, 3.870249912E-02,-1.022494584E-02,-2.277108468E-02, 1.705534302E+03, 2.784545898E+03, 3.938716016E+04, 1.030305313E+05, 4.109269531E+04, 4.109269531E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.127465487E+00, 3.127465487E+00, 9.320514063E+04, 1.271703828E+05,-8.944330469E+04, 2.367983984E+04,-4.277377014E+02, 9.510269928E+01, 3.440169525E+01,-1.248540000E+08,-1.248538720E+08, 8.890450400E+07, 9.414959106E+02, 2.456238365E+01, 3.467824000E+07, 8.284229375E+05, 2.555019400E+07, 2.687842119E-03, 2.705736551E-03, 1.502091370E+02, 3.793174744E+02, 3.273017273E+02, 6.699734497E+02, 1.789399903E-05, 2.673090515E+02,-5.498893857E-01, 2.953832746E-01,-2.673020935E+02, 4.364229126E+02, 2.000000000E+00, 2.000000000E+00, 7.712282813E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 2.000000000E+00, 1.000000000E+00, 3.870249912E-02,-1.022494584E-02,-2.277108468E-02,-2.277108468E-02,-1.829088211E+00, 1.829088211E+00, 4.003040120E-02, 1.187341354E-06,-5.864192190E-07,-1.032365390E-06, 0.000000000E+00, 5.122358648E-10, 7.959644198E-01, 2.144843042E-01, 1.804938018E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.235607874E-04, 3.863291979E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000323653E+00, 1.069835067E+00, 1.977878306E-08, 9.444744531E+04, 3.507927490E+03,-2.143242676E+03,-2.347135742E+04,-1.715504883E+03, 1.841949097E+03,-8.957400000E+04, 2.084803009E+02,-1.306919250E+02, 4.717831055E+03, 1.230251953E+05, 1.953055781E+05,-3.926936563E+05, 3.932459831E+00
      2217,-3.622972965E-02,-8.878502995E-03,-2.277108468E-02, 1.410647583E+03, 2.303098389E+03, 5.187495703E+04, 1.027356484E+05, 5.328560156E+04, 5.328560156E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.134716272E+00,-3.134716272E+00, 1.005781641E+05, 9.239956250E+04,-8.595067188E+04,-5.096269922E+04,-2.381372803E+03, 1.569845428E+02, 3.889568329E+01,-3.912515600E+07,-3.912515600E+07, 1.832690600E+07, 4.864673767E+02, 1.793697548E+01, 1.324725500E+07, 6.101917500E+05, 2.643438800E+07, 1.820668811E-03, 1.838563010E-03, 1.017474518E+02, 2.840601196E+02, 3.152223206E+02, 4.949890442E+02, 1.789400267E-05, 2.398020477E+02, 5.621731758E+00, 2.922299385E+00,-2.397148132E+02, 3.915135498E+02, 1.000000000E+00, 1.000000000E+00, 8.675127344E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00,-3.622972965E-02,-8.878502995E-03,-2.277108468E-02,-2.277108468E-02, 1.811121345E+00, 1.811121345E+00, 3.730176017E-02, 1.187341354E-06, 5.489519594E-07,-1.052766720E-06, 0.000000000E+00, 5.210477050E-10, 7.742065191E-01, 2.585072219E-01, 2.038773149E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.291268949E-04, 3.962281942E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000329256E+00, 1.015895128E+00,-5.215542132E-08, 1.009639063E+05, 7.514716797E+02, 2.933668518E+02, 5.107796875E+04, 2.674739258E+03, 2.396654297E+03,-8.562104688E+04, 1.152707520E+02, 3.296243591E+02, 4.892569336E+03, 2.122795508E+04, 1.132331172E+05,-3.006449375E+05, 3.688114166E+00
      2218, 3.622972965E-02,-8.878502995E-03,-2.277108468E-02, 1.487790771E+03, 2.429046143E+03, 4.605036328E+04, 1.028127891E+05, 4.753815234E+04, 4.753815234E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 4.061639993E-05,-4.061639993E-05, 1.014878516E+05, 5.426378125E+04,-8.847384375E+04, 4.897539453E+04, 2.932065674E+03, 1.412901459E+02, 3.762745285E+01,-7.864036800E+07,-7.864019200E+07, 2.963665000E+07, 5.193555298E+02, 1.852482033E+01, 1.444446900E+07, 6.224086875E+05, 2.373588600E+07, 1.909448532E-03, 1.927342615E-03, 1.067088623E+02, 2.939808960E+02, 3.109409790E+02, 5.149356689E+02, 1.789400267E-05, 2.298768311E+02,-6.305495739E+00, 3.276675701E+00,-2.297626953E+02, 3.753090820E+02, 2.000000000E+00, 2.000000000E+00, 8.274297656E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 2.000000000E+00, 1.000000000E+00, 3.622972965E-02,-8.878502995E-03,-2.277108468E-02,-2.277108468E-02,-1.811121345E+00, 1.811121345E+00, 3.730176017E-02, 1.187341240E-06,-5.489519026E-07,-1.052766606E-06, 0.000000000E+00, 5.250472834E-10, 8.104469180E-01, 2.020530254E-01, 1.667464375E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.316535440E-04, 3.730722189E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000331759E+00, 1.019983292E+00, 1.693392648E-09, 1.023059219E+05, 4.624219055E+02, 4.719015121E+01,-4.859619531E+04,-2.884875488E+03, 2.070595459E+03,-8.907757031E+04, 3.791962891E+02,-6.037236938E+02, 2.566122559E+03, 1.409071563E+05,-9.884719531E+04,-1.450982500E+05, 2.422388077E+00
      2219,-3.371018544E-02,-7.621765602E-03,-2.277108468E-02, 1.106271240E+03, 1.806157104E+03, 4.692671094E+04, 1.024312734E+05, 4.803297656E+04, 4.803297656E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.137651205E+00, 3.137651205E+00, 1.148455078E+05,-5.271955000E+05,-1.051647188E+05,-4.537121484E+04,-3.326789795E+03, 1.645467834E+02, 3.790520477E+01,-6.377847200E+07,-6.377847200E+07, 3.081260200E+07, 4.925269165E+02, 1.809777451E+01, 1.464804800E+07, 6.618387500E+05, 2.627988800E+07, 1.634657616E-03, 1.652551698E-03, 9.135226440E+01, 2.679275208E+02, 2.898041382E+02, 4.682518311E+02, 1.789400085E-05, 2.305294952E+02, 1.051797390E+01, 5.021002293E+00,-2.302300415E+02, 3.763746338E+02, 1.000000000E+00, 1.000000000E+00, 6.491069141E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00,-3.371018544E-02,-7.621765602E-03,-2.277108468E-02,-2.277108468E-02, 1.793154478E+00, 1.793154478E+00, 3.456107527E-02, 1.224895982E-06, 5.265679874E-07,-1.105879733E-06,-1.328556848E-10, 5.047073315E-10, 8.107711673E-01, 2.599272430E-01, 1.776280403E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.087241785E-04, 4.085762978E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000308752E+00, 1.071306348E+00,-1.095196467E-08, 1.154397500E+05, 8.220555878E+01,-6.750961914E+02, 4.516987500E+04, 2.651693115E+03, 2.557257080E+03,-1.053981016E+05,-2.013372040E+02,-2.333873596E+02, 1.884903076E+03,-2.375976406E+05,-1.911498633E+04,-3.394935625E+05, 2.208221674E+00
      2220, 3.371018544E-02,-7.621765602E-03,-2.277108468E-02, 1.162904907E+03, 1.898620483E+03, 4.832527344E+04, 1.024879063E+05, 4.948817578E+04, 4.948817578E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.136145592E+00,-3.136145592E+00, 1.100286250E+05, 4.525262188E+05,-1.022279531E+05, 3.972211328E+04, 3.334500732E+03, 1.458894653E+02, 3.970111084E+01,-8.072598400E+07,-8.072606400E+07, 4.309992000E+07, 5.447362671E+02, 1.903251839E+01, 1.635944800E+07, 6.696420000E+05, 2.687889800E+07, 1.871312037E-03, 1.889206120E-03, 1.045776215E+02, 2.883909302E+02, 3.043894653E+02, 5.062690125E+02, 1.789400085E-05, 2.406821289E+02,-9.448760033E+00, 4.523769379E+00,-2.404530640E+02, 3.929504089E+02, 2.000000000E+00, 2.000000000E+00, 7.931557031E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.000000000E+00, 1.000000000E+00, 3.371018544E-02,-7.621765602E-03,-2.277108468E-02,-2.277108468E-02,-1.793154478E+00, 1.793154478E+00, 3.456107527E-02, 1.198550763E-06,-5.153328289E-07,-1.082051313E-06,-1.313858050E-10, 5.069233922E-10, 7.645591497E-01, 2.734839618E-01, 2.211148590E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.172774741E-04, 4.092673779E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000317216E+00, 1.014887094E+00,-1.397247917E-08, 1.107983438E+05,-9.783164673E+02,-5.227484131E+02,-3.972357422E+04,-3.857249268E+03, 3.436828369E+03,-1.024731016E+05,-1.462933064E+00,-2.451522369E+02, 4.319297180E+02,-2.749718262E+03,-5.072768359E+04,-3.034344375E+05, 1.771710873E+00
      2221,-2.698082477E-02,-4.791561514E-03,-2.276626602E-02,-8.650324097E+02,-1.412297852E+03, 5.106237500E+04, 1.004599688E+05, 5.019735156E+04, 5.019735156E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.133680344E+00, 3.133680344E+00, 1.137443984E+05, 1.593407344E+05,-1.069796953E+05,-3.643114453E+04,-1.014654590E+04, 1.594607239E+02, 3.837152863E+01,-5.119226400E+07,-5.119233600E+07, 4.164850800E+07, 5.480933838E+02, 1.909832764E+01, 1.675948900E+07, 6.807120625E+05, 2.890723400E+07, 1.823204802E-03, 1.841098769E-03, 1.018891678E+02, 2.861004639E+02, 3.061403198E+02, 5.018148193E+02, 1.789400267E-05, 2.494433441E+02, 2.002899170E+01, 7.330150604E+00,-2.485252686E+02, 4.072544556E+02, 1.000000000E+00, 1.000000000E+00, 1.334808125E+05, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 3.000000238E+00, 1.000000000E+00,-2.698082477E-02,-4.791561514E-03,-2.276626602E-02,-2.276626602E-02, 1.746555209E+00, 1.746555209E+00, 2.740299329E-02, 1.367395612E-06, 4.701550438E-07,-1.283959136E-06, 1.131778907E-10, 5.715484752E-10, 8.396685123E-01, 2.636727989E-01, 1.603314877E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.134484577E-04, 4.055797577E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000313520E+00, 1.185050011E+00, 4.428972300E-09, 1.141967344E+05,-3.352964478E+02,-1.190287720E+03, 3.611969531E+04, 8.956257813E+03, 3.458740967E+03,-1.072640000E+05,-3.114460144E+02,-2.843110962E+02, 2.165629395E+03,-9.911614844E+04,-8.672788086E+03,-4.267588125E+05, 2.538069248E+00
      2222,-2.287712321E-02,-3.413886065E-03,-2.275167964E-02,-3.082796631E+03,-5.033137207E+03, 5.791100781E+04, 9.824220313E+04, 5.482821094E+04, 5.482821094E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.127507687E+00, 3.127507687E+00, 1.085705313E+05,-5.611954375E+05,-1.042290391E+05,-2.614841406E+04,-1.161932129E+04, 1.532083740E+02, 3.904390335E+01, 7.283477600E+07, 7.283461600E+07,-6.307306000E+07, 5.716899414E+02, 1.951293373E+01, 1.734546800E+07, 6.754430625E+05, 3.211758400E+07, 1.993090147E-03, 2.010984579E-03, 1.113831635E+02, 3.007900696E+02, 3.275888367E+02, 5.278895874E+02, 1.789399903E-05, 2.693821106E+02, 3.186050606E+01, 9.699419975E+00,-2.673024597E+02, 4.398075562E+02, 1.000000000E+00, 1.000000000E+00, 9.619753906E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00,-2.287712321E-02,-3.413886065E-03,-2.275167964E-02,-2.275167964E-02, 1.718930244E+00, 1.718930244E+00, 2.313044295E-02, 1.269883569E-06, 3.706612972E-07,-1.214534336E-06,-5.845256137E-12, 5.464720898E-10, 8.067794442E-01, 2.591558993E-01, 1.839625090E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.227427951E-04, 3.868018627E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000322819E+00, 1.005258083E+00, 1.940183791E-09, 1.079264453E+05,-2.387513123E+02, 9.468495483E+02, 2.487024414E+04, 1.256617090E+04, 5.124087402E+03,-1.038081953E+05,-1.278170410E+03, 4.208462219E+02, 3.503135986E+02,-5.524427500E+05,-4.810235547E+04,-7.002808125E+05, 2.368795395E+00
      2223, 2.287706174E-02,-3.413866973E-03,-2.275152504E-02,-2.990903076E+03,-4.883106934E+03, 5.367107031E+04, 9.833410156E+04, 5.068016406E+04, 5.068016406E+04, 1.225000143E+00, 1.225000143E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.128052711E+00,-3.128052711E+00, 1.180495313E+05, 3.549316250E+05,-1.112326641E+05, 3.572632813E+04, 1.549963672E+04, 1.528586578E+02, 3.768559647E+01,-1.162186640E+08,-1.162186000E+08, 5.502233200E+07, 5.952075195E+02, 1.992588806E+01, 1.896482800E+07, 7.085266875E+05, 3.128837600E+07, 1.910576480E-03, 1.928470563E-03, 1.067719193E+02, 2.980264893E+02, 3.153422241E+02, 5.244783325E+02, 1.789400085E-05, 2.638117981E+02,-3.580110550E+01, 1.089353752E+01,-2.611284485E+02, 4.307131042E+02, 2.000000000E+00, 2.000000000E+00, 6.970378125E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.000000000E+00, 1.000000000E+00, 2.287706174E-02,-3.413866973E-03,-2.275152504E-02,-2.275152504E-02,-1.718929887E+00, 1.718929887E+00, 2.313037962E-02, 1.269855488E-06,-3.706521738E-07,-1.214507961E-06,-5.862641969E-12, 5.315093365E-10, 7.139627337E-01, 3.184446394E-01, 2.795082927E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.139417095E-04, 4.408045292E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000313997E+00, 1.012928724E+00, 5.378770207E-10, 1.190131641E+05,-8.854109497E+02, 1.313031128E+03,-3.509421094E+04,-1.418660547E+04, 5.584856445E+03,-1.118419063E+05, 6.321195068E+02,-6.092409058E+02, 2.408233398E+03, 4.995715625E+05,-2.890530273E+04,-4.977065625E+05, 2.835435152E+00
      2224,-1.885478012E-02,-2.302243840E-03,-2.272915095E-02,-6.379383301E+03,-1.041531934E+04, 5.888927734E+04, 9.494560156E+04, 5.250989453E+04, 5.250989453E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.124277830E+00, 3.124277830E+00, 1.205321016E+05,-2.022230375E+06,-1.133507813E+05,-3.008762305E+04,-1.557883496E+04, 1.528177032E+02, 4.051259613E+01,-1.048516800E+08,-1.048516800E+08, 5.344480800E+07, 6.342570190E+02, 2.054858398E+01, 2.032427000E+07, 7.122035625E+05, 3.396445600E+07, 1.996101113E-03, 2.013994846E-03, 1.115514069E+02, 3.143877869E+02, 3.347398987E+02, 5.535358276E+02, 1.789399903E-05, 2.832485046E+02, 5.141880798E+01, 1.273553181E+01,-2.782411194E+02, 4.624464722E+02, 1.000000000E+00, 1.000000000E+00, 8.006444531E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00,-1.885478012E-02,-2.302243840E-03,-2.272915095E-02,-2.272915095E-02, 1.692298889E+00, 1.692298889E+00, 1.899481751E-02, 1.233717740E-06, 2.967874480E-07,-1.197438110E-06,-7.561998770E-12, 5.288237626E-10, 7.726457715E-01, 2.518392205E-01, 2.063749582E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.215411562E-04, 3.999658585E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000321507E+00, 1.002548933E+00,-1.312871700E-09, 1.214363203E+05,-1.574267456E+03, 2.062161377E+03, 2.837302148E+04, 1.764099805E+04, 6.664415039E+03,-1.133592734E+05,-1.714598511E+03,-8.497500420E+00, 1.553612427E+03,-7.676008750E+05,-2.002572031E+05,-1.104536000E+06, 3.023664474E+00
      2225, 1.885469817E-02,-2.302223584E-03,-2.272894979E-02,-6.979943848E+03,-1.139582617E+04, 5.945124609E+04, 9.434505469E+04, 5.247130078E+04, 5.247130078E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.116875887E+00,-3.116875887E+00, 1.124309844E+05, 1.955138125E+06,-1.084747813E+05, 2.270138672E+04, 1.662080664E+04, 1.454049530E+02, 4.006343079E+01,-3.175492800E+07,-3.175517800E+07,-3.489914800E+07, 6.306903687E+02, 2.050429916E+01, 2.008503800E+07, 7.054773750E+05, 3.397746000E+07, 2.111106645E-03, 2.129000844E-03, 1.179784622E+02, 3.159378967E+02, 3.372268066E+02, 5.567221680E+02, 1.789400085E-05, 2.830968628E+02,-5.571284485E+01, 1.380061150E+01,-2.771863403E+02, 4.621989136E+02, 2.000000000E+00, 2.000000000E+00, 7.822312500E+04, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 2.000000000E+00, 1.000000000E+00, 1.885469817E-02,-2.302223584E-03,-2.272894979E-02,-2.272894979E-02,-1.692298293E+00, 1.692298293E+00, 1.899473369E-02, 1.233744683E-06,-2.967926491E-07,-1.197464371E-06,-7.593909009E-12, 5.332005948E-10, 7.495540380E-01, 2.754679620E-01, 2.276354581E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.242232488E-04, 4.077347279E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000324368E+00, 1.002473712E+00,-1.691958018E-09, 1.126611563E+05,-2.539872803E+03,-1.811792236E+03,-2.133623242E+04,-1.843260156E+04, 6.377691895E+03,-1.081092031E+05, 1.365152832E+03, 3.655867920E+02,-1.539970337E+03, 1.198798375E+06,-3.196338125E+05,-1.175005000E+06, 4.331206322E+00
      2226,-6.859068293E-03, 1.276339684E-02,-2.269199118E-02,-1.407057520E+04,-2.297236914E+04, 6.415973047E+04, 8.725442188E+04, 5.008915625E+04, 5.008915625E+04, 1.225000143E+00, 1.225000143E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-3.112069845E+00, 3.112069845E+00, 1.654394375E+05,-1.753106563E+05,-1.469013125E+05,-7.532014063E+04,-5.182271484E+03, 1.779074249E+02, 5.919174957E+01, 9.324961280E+08, 9.324961920E+08,-2.930038400E+08, 6.401530151E+02, 2.063622856E+01, 2.967572600E+07, 1.015698813E+06, 5.833519200E+07, 1.499682199E-03, 1.517576282E-03, 8.380921936E+01, 2.440964813E+02, 2.672485657E+02, 4.246388550E+02, 1.789400085E-05, 3.123826294E+02, 4.349625015E+01,-6.224494171E+01,-3.029801331E+02, 5.100124512E+02, 1.000000000E+00, 1.000000000E+00, 7.107892969E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00,-6.859068293E-03, 1.276339684E-02,-2.269199118E-02,-2.269199118E-02, 4.931192100E-01, 4.931192398E-01, 1.448968984E-02, 9.290874914E-07, 4.190964660E-07,-7.976328789E-07, 2.229064506E-07, 2.961321188E-10, 7.413870096E-01, 2.935474515E-01, 2.586130202E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.468603489E-04, 4.967522144E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000247002E+00, 1.317316890E+00,-5.232333233E-09, 1.607358906E+05,-1.194173535E+04, 1.099258301E+04, 6.964953906E+04, 1.617485352E+04,-2.781116992E+04,-1.371030313E+05,-5.670604980E+03, 9.798283203E+03, 3.604885156E+04,-4.365441250E+05, 6.822605000E+05,-2.367596750E+06, 1.084459686E+01
