nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,pressure-coefficient,dynamic-pressure,absolute-pressure,  total-pressure,rel-total-pressure,         density,     density-all,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity,  axial-velocity, radial-velocity,tangential-velocity,rel-velocity-magnitude,relative-x-velocity,relative-y-velocity,relative-z-velocity,rel-axial-velocity,rel-radial-velocity,rel-tangential-velocity, mesh-x-velocity, mesh-y-velocity, mesh-z-velocity,  velocity-angle,relative-velocity-angle,   vorticity-mag,        helicity,     x-vorticity,     y-vorticity,     z-vorticity,cell-reynolds-number,cell-convective-courant-number,     q-criterion, raw-q-criterion,lambda2-criterion,turb-kinetic-energy,  turb-intensity,  turb-diss-rate,specific-diss-rate, production-of-k,  viscosity-turb,   viscosity-eff, viscosity-ratio,          y-star,          y-plus,turb-reynolds-number-rey,   viscosity-lam,      wall-shear,    x-wall-shear,    y-wall-shear,    z-wall-shear,skin-friction-coef,cell-partition-active,cell-partition-stored,         cell-id,cell-element-type,       cell-type,       cell-zone,partition-neighbors,     cell-weight,    x-coordinate,    y-coordinate,    z-coordinate,axial-coordinate,angular-coordinate,abs-angular-coordinate,radial-coordinate,face-area-magnitude,     x-face-area,     y-face-area,     z-face-area,     cell-volume,orthogonal-quality,cell-equiangle-skew,cell-equivolume-skew, face-handedness,mark-poor-elements,interface-overlap-fraction,cell-wall-distance,    aspect-ratio,cell-refine-level,smoothed-cell-refine-level,cell-parent-index,anisotropic-adaption-cells,boundary-layer-cells,boundary-cell-dist,boundary-normal-dist,boundary-volume-dist,cell-volume-change,  mass-imbalance, strain-rate-mag,  dx-velocity-dx,  dy-velocity-dx,  dz-velocity-dx,  dx-velocity-dy,  dy-velocity-dy,  dz-velocity-dy,  dx-velocity-dz,  dy-velocity-dz,  dz-velocity-dz,           dp-dx,           dp-dy,           dp-dz,pressure-hessian-indicator
      1878, 2.180790156E-02,-2.691112459E-02,-1.425121166E-02,-1.352567902E+02,-2.208274231E+02, 5.340250000E+04, 1.011897422E+05, 5.326724609E+04, 5.326724609E+04, 1.225000143E+00, 1.225000143E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.550307751E+00, 1.550307751E+00, 1.171878359E+05,-4.808417188E+05,-4.364563965E+03,-1.098232344E+05,-3.967464453E+04, 1.459317474E+02, 4.469378662E+01,-5.697339600E+07,-5.697322400E+07, 7.616426000E+06, 5.668181152E+02, 1.942589760E+01, 1.782169200E+07, 7.014326250E+05, 3.112253800E+07, 1.842119382E-03, 1.860013232E-03, 1.029461975E+02, 2.896302490E+02, 3.103795471E+02, 5.083016052E+02, 1.789400085E-05, 2.591289673E+02,-2.588001099E+02, 1.217656231E+01, 4.587773323E+00, 4.230677185E+02, 1.000000000E+00, 1.000000000E+00, 9.722202344E+04, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 3.000000238E+00, 1.000000000E+00, 2.180790156E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.460561991E+00, 2.460561991E+00, 3.463803232E-02, 9.945081274E-07, 3.280309259E-16, 3.506002599E-07,-9.306103834E-07, 4.146544497E-10, 7.274357677E-01, 3.106659949E-01, 2.623454630E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.116889275E-04, 4.492628098E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000311732E+00, 1.076786637E+00,-5.489685595E-09, 1.176077031E+05, 9.438737183E+02,-7.221008301E+02,-3.564724426E+02, 3.895254688E+04,-2.169236816E+03,-4.026119995E+02,-1.101797266E+05, 3.961952393E+03, 2.639528320E+03,-4.160105938E+05,-3.367297188E+05, 2.857205811E+03, 1.517768025E+00
      1879, 2.317776345E-02,-2.691112459E-02,-1.425121166E-02,-1.762126160E+02,-2.876940918E+02, 5.343494141E+04, 1.011487891E+05, 5.325872656E+04, 5.325872656E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.553802729E+00, 1.553802729E+00, 1.175422578E+05,-3.344727344E+04,-5.254193359E+03,-1.090576563E+05,-4.216123438E+04, 1.505404663E+02, 4.460738754E+01,-8.932312000E+07,-8.932296000E+07, 5.642819600E+07, 5.589295044E+02, 1.927734947E+01, 1.734064200E+07, 6.879515000E+05, 3.056782600E+07, 1.795771997E-03, 1.813666080E-03, 1.003560944E+02, 2.901556702E+02, 3.122601624E+02, 5.090807495E+02, 1.789400085E-05, 2.573312073E+02,-2.570629578E+02, 1.097232914E+01, 4.128296375E+00, 4.201325684E+02, 1.000000000E+00, 1.000000000E+00, 9.650292969E+04, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00, 2.317776345E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.430591583E+00, 2.430591583E+00, 3.551643714E-02, 9.945079000E-07, 5.467915312E-17, 3.506002315E-07,-9.306102697E-07, 4.182856006E-10, 7.407836318E-01, 3.177119792E-01, 2.433396727E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.150111297E-04, 4.568638802E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000314951E+00, 1.135441661E+00,-1.706469965E-09, 1.182126328E+05, 9.007658691E+02,-7.222861328E+02,-5.529241333E+02, 4.143894141E+04,-1.635351074E+03,-9.362038574E+02,-1.096105781E+05, 4.317989746E+03, 3.207873779E+03,-3.826567813E+05,-2.826123750E+05, 1.205473438E+05, 1.875557542E+00
      1880, 2.454762720E-02,-2.691112459E-02,-1.425121166E-02,-1.719082489E+02,-2.806665039E+02, 5.426958984E+04, 1.011530938E+05, 5.409768750E+04, 5.409768750E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.554021239E+00, 1.554021239E+00, 1.181952734E+05, 2.458935313E+05,-5.749909180E+03,-1.095185938E+05,-4.272596875E+04, 1.516980896E+02, 4.456091690E+01,-6.406929200E+07,-6.406913600E+07, 4.573354800E+07, 5.763475342E+02, 1.957395172E+01, 1.982864400E+07, 7.619750000E+05, 3.496863200E+07, 1.739501720E-03, 1.757395687E-03, 9.721144867E+01, 2.696890259E+02, 2.901482544E+02, 4.719453125E+02, 1.789400085E-05, 2.663081970E+02,-2.660762024E+02, 1.039434624E+01, 3.913379669E+00, 4.347888794E+02, 1.000000000E+00, 1.000000000E+00, 9.190335156E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 2.454762720E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.402092218E+00, 2.402092218E+00, 3.642519191E-02, 9.945077863E-07, 9.117566869E-18, 3.506002031E-07,-9.306101560E-07, 3.814387139E-10, 6.666056514E-01, 3.383394182E-01, 3.158333004E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.877989900E-04, 4.867357254E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000287771E+00, 1.130895972E+00,-1.798376337E-09, 1.188175313E+05, 1.391751221E+03,-5.727805176E+02,-5.088730774E+02, 4.215318750E+04,-2.006221313E+03,-1.015535095E+03,-1.100274688E+05, 4.734374023E+03, 2.429698242E+03,-3.963855313E+05,-1.184024375E+05,-8.288838281E+04, 1.580912352E+00
      1881, 2.591748908E-02,-2.691112459E-02,-1.425121166E-02,-2.498296967E+02,-4.078852234E+02, 5.348419922E+04, 1.010751719E+05, 5.323437109E+04, 5.323437109E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.556576252E+00, 1.556576252E+00, 1.284089766E+05, 1.865810469E+05,-5.736629395E+03,-1.177601953E+05,-4.884340234E+04, 1.520038605E+02, 4.449047470E+01,-1.548360800E+08,-1.548357440E+08, 8.214900800E+07, 5.934938354E+02, 1.988354492E+01, 2.178478000E+07, 8.179921250E+05, 3.719300400E+07, 1.687277691E-03, 1.705171657E-03, 9.429293060E+01, 2.600975342E+02, 2.772295227E+02, 4.549050903E+02, 1.789400085E-05, 2.697828979E+02,-2.695552063E+02, 1.036148834E+01, 3.909293175E+00, 4.404618530E+02, 1.000000000E+00, 1.000000000E+00, 9.212446875E+04, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 3.000000238E+00, 1.000000000E+00, 2.591748908E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.375000954E+00, 2.375000954E+00, 3.736207634E-02, 9.945077863E-07, 1.514895989E-18, 3.506002031E-07,-9.306102129E-07, 3.622563360E-10, 7.124091983E-01, 3.268146515E-01, 2.875907421E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.728085965E-04, 4.633388519E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000272751E+00, 1.089625835E+00,-2.893691731E-09, 1.295216094E+05, 1.547876709E+03,-1.018204468E+03,-9.695741577E+02, 4.782519922E+04,-7.713817139E+02,-1.681492432E+03,-1.187297813E+05, 4.055136963E+03, 2.780817627E+03,-4.247286563E+05,-3.679010938E+05,-2.703313750E+05, 2.128854275E+00
      1882, 2.728735283E-02,-2.691112459E-02,-1.425121166E-02,-1.470390625E+02,-2.400637817E+02, 5.300801172E+04, 1.011779609E+05, 5.286097266E+04, 5.286097266E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.559599280E+00, 1.559599280E+00, 1.302646328E+05, 6.795611816E+03,-4.738947754E+03,-1.215165000E+05,-4.544862109E+04, 1.524225006E+02, 4.470303345E+01, 2.491828200E+07, 2.491837200E+07, 2.269101000E+07, 5.760653076E+02, 1.958399200E+01, 2.023371000E+07, 7.810415625E+05, 3.506289600E+07, 1.695158891E-03, 1.713052858E-03, 9.473336792E+01, 2.663465576E+02, 2.851972351E+02, 4.659964294E+02, 1.789400085E-05, 2.638432007E+02,-2.636582336E+02, 9.212509155E+00, 3.468261957E+00, 4.307644348E+02, 1.000000000E+00, 1.000000000E+00, 9.234374219E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 2.728735283E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.349252939E+00, 2.349252939E+00, 3.832503408E-02, 9.945076727E-07, 2.529587848E-19, 3.506001747E-07,-9.306100992E-07, 3.764402678E-10, 8.005394936E-01, 3.051832318E-01, 1.994605213E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.841168607E-04, 4.127148628E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000284195E+00, 1.019874692E+00,-2.837655888E-09, 1.301754375E+05, 1.572015137E+03,-1.223981323E+03,-3.445997009E+02, 4.422464063E+04,-7.817666016E+02,-1.250384888E+03,-1.218611016E+05, 3.488562988E+03, 3.503778320E+03,-3.210536250E+05,-4.328925938E+05, 4.531941016E+04, 1.857516527E+00
      1883, 2.865721658E-02,-2.691112459E-02,-1.425121166E-02,-2.142496796E+02,-3.497954407E+02, 5.517551172E+04, 1.011107578E+05, 5.496126172E+04, 5.496126172E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.561143637E+00, 1.561143637E+00, 1.150415156E+05,-1.034557656E+05,-3.209263672E+03,-1.081861953E+05,-3.586004297E+04, 1.517171173E+02, 4.520760727E+01,-1.532628700E+07,-1.532635900E+07, 4.493112800E+07, 5.485979004E+02, 1.911203957E+01, 1.678098400E+07, 6.780613125E+05, 3.120603600E+07, 1.813426963E-03, 1.831321046E-03, 1.013427353E+02, 2.917055054E+02, 3.176311646E+02, 5.114224854E+02, 1.789400085E-05, 2.593535156E+02,-2.592166138E+02, 7.825009823E+00, 2.941705942E+00, 4.234342957E+02, 1.000000000E+00, 1.000000000E+00, 9.644360156E+04, 2.000000000E+00, 1.000000000E+00, 3.000000477E+00, 3.000000477E+00, 1.000000000E+00, 2.865721658E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.324782372E+00, 2.324782372E+00, 3.931214288E-02, 9.945077863E-07, 4.486093206E-20, 3.506002599E-07,-9.306102129E-07, 4.217320937E-10, 7.480363846E-01, 3.142516017E-01, 2.519636750E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.197351471E-04, 4.453163147E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000319839E+00, 1.015301704E+00,-5.104280887E-10, 1.152888438E+05, 7.801345215E+02,-1.230844727E+03,-3.645611572E+02, 3.462919531E+04,-7.706466064E+02,-3.504213867E+02,-1.085507500E+05, 2.858842041E+03, 3.107163330E+03,-5.660331250E+05,-3.220510000E+05,-9.001034180E+03, 2.207343340E+00
      1884, 3.002707846E-02,-2.691112459E-02,-1.425121166E-02,-1.544112091E+02,-2.520998993E+02, 5.493734766E+04, 1.011705938E+05, 5.478293750E+04, 5.478293750E+04, 1.224999905E+00, 1.224999905E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.560978293E+00, 1.560978293E+00, 1.125338203E+05,-1.077580859E+04,-3.042538330E+03,-1.081447422E+05,-3.038423242E+04, 1.468688812E+02, 4.533058929E+01,-3.083758500E+06,-3.083907250E+06, 2.902599800E+07, 5.526091919E+02, 1.918005562E+01, 1.657757400E+07, 6.651818750E+05, 3.027994400E+07, 1.881441800E-03, 1.899335766E-03, 1.051437149E+02, 2.989764099E+02, 3.243459167E+02, 5.247395020E+02, 1.789400085E-05, 2.586134033E+02,-2.585068359E+02, 6.938088894E+00, 2.614038944E+00, 4.222259827E+02, 1.000000000E+00, 1.000000000E+00, 1.499925156E+05, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 3.002707846E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.301523924E+00, 2.301523924E+00, 4.032163322E-02, 9.945076727E-07, 3.696646731E-21, 3.506002031E-07,-9.306099855E-07, 4.311402069E-10, 7.225607634E-01, 3.307188153E-01, 2.774392366E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.269226290E-04, 4.672465801E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000326991E+00, 1.124503970E+00, 2.901305640E-09, 1.127019063E+05, 1.060922485E+03,-3.307467957E+02,-2.622034454E+01, 3.005348438E+04,-1.380004272E+03,-1.856401978E+02,-1.081709609E+05, 2.856898193E+03, 2.425284912E+03,-2.669942813E+05, 1.661722031E+05, 1.667533438E+05, 3.408241510E+00
      1885, 3.139694035E-02,-2.691112459E-02,-1.425121166E-02,-1.519145355E+02,-2.480237579E+02, 5.484684766E+04, 1.011730859E+05, 5.469493359E+04, 5.469493359E+04, 1.225000143E+00, 1.225000143E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.563543320E+00, 1.563543320E+00, 1.247473203E+05, 1.278690547E+05,-4.042786621E+03,-1.167446875E+05,-4.321846094E+04, 1.511019135E+02, 4.930215454E+01,-2.094791360E+08,-2.094792800E+08, 6.808989600E+07, 5.571483154E+02, 1.925632858E+01, 1.841438600E+07, 7.308803750E+05, 3.403436400E+07, 1.700308640E-03, 1.718202606E-03, 9.502115631E+01, 2.773572388E+02, 3.010315552E+02, 4.854566956E+02, 1.789400267E-05, 2.627569885E+02,-2.626300049E+02, 7.635949612E+00, 2.664822817E+00, 4.289909973E+02, 1.000000000E+00, 1.000000000E+00, 9.486014063E+04, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 3.000000238E+00, 1.000000000E+00, 3.139694035E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.279412746E+00, 2.279412746E+00, 4.135186225E-02, 8.789983212E-07, 4.947213195E-10, 3.101521031E-07,-8.224213843E-07, 3.573620566E-10, 7.978384495E-01, 2.756079137E-01, 2.018722892E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 3.013738024E-04, 4.321858406E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000301361E+00, 1.267520547E+00, 2.549562561E-09, 1.262500781E+05, 4.227720215E+03, 1.104557495E+02,-4.463605042E+02, 4.332891016E+04,-1.397310425E+03,-1.835432861E+03,-1.171910469E+05, 2.207353760E+03, 1.206061890E+03,-3.054473125E+05,-2.603903906E+05, 1.350148438E+05, 3.751799583E+00
      1886, 3.413666785E-02,-2.691112459E-02,-1.425121166E-02,-3.612420044E+02,-5.897828979E+02, 5.448577344E+04, 1.009637656E+05, 5.412453125E+04, 5.412453125E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.559561849E+00, 1.559561849E+00, 1.406573125E+05,-3.488169688E+05,-2.352395020E+03,-1.314623125E+05,-4.525229297E+04, 1.490817108E+02, 4.763499451E+01,-1.162397280E+08,-1.162394720E+08, 3.812570000E+06, 5.818854980E+02, 1.968782425E+01, 2.156752800E+07, 8.239371875E+05, 3.851447200E+07, 1.573825022E-03, 1.591719105E-03, 8.795265961E+01, 2.545312347E+02, 2.738418884E+02, 4.444173584E+02, 1.789400267E-05, 2.705331116E+02,-2.704253235E+02, 7.089111805E+00, 2.682765961E+00, 4.416866760E+02, 1.000000000E+00, 1.000000000E+00, 7.533128125E+04, 2.000000000E+00, 1.000000000E+00, 3.000000000E+00, 3.000000000E+00, 1.000000000E+00, 3.413666785E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.238383770E+00, 2.238383770E+00, 4.346861690E-02, 7.591490885E-07, 2.416722898E-11, 2.696301635E-07,-7.096294894E-07, 2.733180626E-10, 8.340207934E-01, 2.591277957E-01, 1.646066457E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.694606665E-04, 3.965407372E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000269532E+00, 1.122907281E+00,-1.410790818E-09, 1.413268125E+05, 1.141878540E+03,-4.037887878E+02,-2.472715302E+02, 4.484850391E+04,-3.253551636E+02,-1.083823975E+03,-1.317095781E+05, 1.268570923E+03, 9.801656494E+02,-4.636238750E+05,-3.269846875E+05,-8.284775000E+04, 3.371432781E+00
      1887, 3.687639534E-02,-2.691112459E-02,-1.425121166E-02,-4.376392517E+02,-7.145131836E+02, 5.387038672E+04, 1.008873516E+05, 5.343274219E+04, 5.343274219E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.567957759E+00, 1.567957759E+00, 1.662828438E+05,-4.130269688E+05,-1.767208496E+03,-1.561990313E+05,-5.075548047E+04, 1.665531921E+02, 4.784490585E+01,-4.517476480E+08,-4.517478400E+08, 1.838856160E+08, 6.157631836E+02, 2.027818298E+01, 2.833757000E+07, 1.020331375E+06, 4.878180800E+07, 1.390952850E-03, 1.408846700E-03, 7.773291779E+01, 2.270610199E+02, 2.414689026E+02, 3.954523010E+02, 1.789400085E-05, 2.824968567E+02,-2.824255371E+02, 5.772495747E+00, 2.379721642E+00, 4.612193298E+02, 1.000000000E+00, 1.000000000E+00, 8.309611719E+04, 2.000000000E+00, 1.000000000E+00, 3.000000238E+00, 3.000000238E+00, 1.000000000E+00, 3.687639534E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.201221228E+00, 2.201221228E+00, 4.565169290E-02, 8.757649539E-07,-5.398554381E-10, 3.096393186E-07,-8.191599363E-07, 2.754767803E-10, 7.831078172E-01, 3.244849741E-01, 2.168540359E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.329407871E-04, 4.231497765E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000232935E+00, 1.231331944E+00, 8.160320197E-10, 1.689440781E+05, 2.524325928E+03, 8.055860596E+02,-7.730368042E+02, 5.156107422E+04, 6.736447144E+02,-3.440129700E+02,-1.569720781E+05, 1.423195435E+03, 2.127280029E+03,-5.260877500E+05,-3.504541992E+03,-2.821660313E+05, 2.603189945E+00
      1888, 3.824625909E-02,-2.691112459E-02,-1.425121166E-02,-4.116182861E+02,-6.720299683E+02, 5.438665234E+04, 1.009133750E+05, 5.397503906E+04, 5.397503906E+04, 1.225000024E+00, 1.225000024E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00,-1.572124958E+00, 1.572124958E+00, 1.502662813E+05,-2.538746094E+05,-1.792658081E+03,-1.393533750E+05,-5.113109375E+04, 1.721575623E+02, 4.453887177E+01,-3.232064960E+08,-3.232067520E+08, 1.530607360E+08, 5.999479370E+02, 2.000391960E+01, 2.220295600E+07, 8.231067500E+05, 3.804840800E+07, 1.514848089E-03, 1.532742172E-03, 8.465676117E+01, 2.621953430E+02, 2.794057007E+02, 4.590242004E+02, 1.789399903E-05, 2.726326294E+02,-2.725727234E+02, 5.171151638E+00, 1.943190455E+00, 4.451145020E+02, 1.000000000E+00, 1.000000000E+00, 1.010962344E+05, 2.000000000E+00, 1.000000000E+00, 2.999999762E+00, 2.999999762E+00, 1.000000000E+00, 3.824625909E-02,-2.691112459E-02,-1.425121166E-02,-1.425121166E-02,-2.183952808E+00, 2.183952808E+00, 4.676521197E-02, 9.962407148E-07, 1.903882867E-12, 3.512081719E-07,-9.322329220E-07, 3.627561862E-10, 7.991821766E-01, 2.658893168E-01, 2.007813454E-01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.736606984E-04, 4.049179077E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 0.000000000E+00, 1.000273585E+00, 1.236755729E+00, 3.194010334E-10, 1.524356563E+05, 1.865051880E+03,-5.807505493E+02,-1.048153809E+03, 5.055034766E+04, 1.766205322E+03,-1.844319824E+03,-1.404015156E+05,-5.166173935E+01, 1.964093018E+03,-1.046348813E+06,-6.409298125E+05,-2.297972500E+05, 3.449839354E+00
